datetime,capital,position_value,equity
2022-10-14,1000000.0,0.0,1000000.0
2022-10-17,1000000.0,0.0,1000000.0
2022-10-18,1000000.0,0.0,1000000.0
2022-10-19,1000000.0,0.0,1000000.0
2022-10-20,1000000.0,0.0,1000000.0
2022-10-21,1000000.0,0.0,1000000.0
2022-10-24,1000000.0,0.0,1000000.0
2022-10-25,1000000.0,0.0,1000000.0
2022-10-26,1000000.0,0.0,1000000.0
2022-10-27,1000000.0,0.0,1000000.0
2022-10-28,1000000.0,0.0,1000000.0
2022-10-31,1000000.0,0.0,1000000.0
2022-11-01,1000000.0,0.0,1000000.0
2022-11-02,1000000.0,0.0,1000000.0
2022-11-03,1000000.0,0.0,1000000.0
2022-11-04,1000000.0,0.0,1000000.0
2022-11-07,1000000.0,0.0,1000000.0
2022-11-08,1000000.0,0.0,1000000.0
2022-11-09,1000000.0,0.0,1000000.0
2022-11-10,1000000.0,0.0,1000000.0
2022-11-11,1000000.0,0.0,1000000.0
2022-11-14,1000000.0,0.0,1000000.0
2022-11-15,1000000.0,0.0,1000000.0
2022-11-16,1000000.0,0.0,1000000.0
2022-11-17,1000000.0,0.0,1000000.0
2022-11-18,1000000.0,0.0,1000000.0
2022-11-21,1000000.0,0.0,1000000.0
2022-11-22,1000000.0,0.0,1000000.0
2022-11-23,1000000.0,0.0,1000000.0
2022-11-24,1000000.0,0.0,1000000.0
2022-11-25,1000000.0,0.0,1000000.0
2022-11-28,1000000.0,0.0,1000000.0
2022-11-29,1000000.0,0.0,1000000.0
2022-11-30,1000000.0,0.0,1000000.0
2022-12-01,1000000.0,0.0,1000000.0
2022-12-02,1000000.0,0.0,1000000.0
2022-12-05,1000000.0,0.0,1000000.0
2022-12-06,1000000.0,0.0,1000000.0
2022-12-07,1000000.0,0.0,1000000.0
2022-12-08,1000000.0,0.0,1000000.0
2022-12-09,1000000.0,0.0,1000000.0
2022-12-12,1000000.0,0.0,1000000.0
2022-12-13,1000000.0,0.0,1000000.0
2022-12-14,1000000.0,0.0,1000000.0
2022-12-15,1000000.0,0.0,1000000.0
2022-12-16,1000000.0,0.0,1000000.0
2022-12-19,1000000.0,0.0,1000000.0
2022-12-20,1000000.0,0.0,1000000.0
2022-12-21,1000000.0,0.0,1000000.0
2022-12-22,1000000.0,0.0,1000000.0
2022-12-23,1000000.0,0.0,1000000.0
2022-12-26,1000000.0,0.0,1000000.0
2022-12-27,1000000.0,0.0,1000000.0
2022-12-28,1000000.0,0.0,1000000.0
2022-12-29,1000000.0,0.0,1000000.0
2022-12-30,1000000.0,0.0,1000000.0
2023-01-03,1000000.0,0.0,1000000.0
2023-01-04,1000000.0,0.0,1000000.0
2023-01-05,1000000.0,0.0,1000000.0
2023-01-06,1000000.0,0.0,1000000.0
2023-01-09,1000000.0,0.0,1000000.0
2023-01-10,1000000.0,0.0,1000000.0
2023-01-11,1000000.0,0.0,1000000.0
2023-01-12,1000000.0,0.0,1000000.0
2023-01-13,1000000.0,0.0,1000000.0
2023-01-16,1000000.0,0.0,1000000.0
2023-01-17,1000000.0,0.0,1000000.0
2023-01-30,1000000.0,0.0,1000000.0
2023-01-31,1000000.0,0.0,1000000.0
2023-02-01,1000000.0,0.0,1000000.0
2023-02-02,1000000.0,0.0,1000000.0
2023-02-03,1000000.0,0.0,1000000.0
2023-02-06,1000000.0,0.0,1000000.0
2023-02-07,1000000.0,0.0,1000000.0
2023-02-08,1000000.0,0.0,1000000.0
2023-02-09,1000000.0,0.0,1000000.0
2023-02-10,1000000.0,0.0,1000000.0
2023-02-13,1000000.0,0.0,1000000.0
2023-02-14,1000000.0,0.0,1000000.0
2023-02-15,1000000.0,0.0,1000000.0
2023-02-16,1000000.0,0.0,1000000.0
2023-02-17,1000000.0,0.0,1000000.0
2023-02-20,1000000.0,0.0,1000000.0
2023-02-21,1000000.0,0.0,1000000.0
2023-02-22,1000000.0,0.0,1000000.0
2023-02-23,1000000.0,0.0,1000000.0
2023-02-24,1000000.0,0.0,1000000.0
2023-03-01,1000000.0,0.0,1000000.0
2023-03-02,1000000.0,0.0,1000000.0
2023-03-03,1000000.0,0.0,1000000.0
2023-03-06,1000000.0,0.0,1000000.0
2023-03-07,1000000.0,0.0,1000000.0
2023-03-08,1000000.0,0.0,1000000.0
2023-03-09,1000000.0,0.0,1000000.0
2023-03-10,1000000.0,0.0,1000000.0
2023-03-13,1000000.0,0.0,1000000.0
2023-03-14,1000000.0,0.0,1000000.0
2023-03-15,1000000.0,0.0,1000000.0
2023-03-16,1000000.0,0.0,1000000.0
2023-03-17,1000000.0,0.0,1000000.0
2023-03-20,1000000.0,0.0,1000000.0
2023-03-21,1000000.0,0.0,1000000.0
2023-03-22,1000000.0,0.0,1000000.0
2023-03-23,1000000.0,0.0,1000000.0
2023-03-24,1000000.0,0.0,1000000.0
2023-03-27,1000000.0,0.0,1000000.0
2023-03-28,1000000.0,0.0,1000000.0
2023-03-29,1000000.0,0.0,1000000.0
2023-03-30,1000000.0,0.0,1000000.0
2023-03-31,1000000.0,0.0,1000000.0
2023-04-06,1000000.0,0.0,1000000.0
2023-04-07,1000000.0,0.0,1000000.0
2023-04-10,1000000.0,0.0,1000000.0
2023-04-11,1000000.0,0.0,1000000.0
2023-04-12,1000000.0,0.0,1000000.0
2023-04-13,1000000.0,0.0,1000000.0
2023-04-14,1000000.0,0.0,1000000.0
2023-04-17,1000000.0,0.0,1000000.0
2023-04-18,1000000.0,0.0,1000000.0
2023-04-19,1000000.0,0.0,1000000.0
2023-04-20,1000000.0,0.0,1000000.0
2023-04-21,1000000.0,0.0,1000000.0
2023-04-24,1000000.0,0.0,1000000.0
2023-04-25,1000000.0,0.0,1000000.0
2023-04-26,1000000.0,0.0,1000000.0
2023-04-27,1000000.0,0.0,1000000.0
2023-04-28,1000000.0,0.0,1000000.0
2023-05-02,1000000.0,0.0,1000000.0
2023-05-03,1000000.0,0.0,1000000.0
2023-05-04,1000000.0,0.0,1000000.0
2023-05-05,1000000.0,0.0,1000000.0
2023-05-08,1000000.0,0.0,1000000.0
2023-05-09,1000000.0,0.0,1000000.0
2023-05-10,1000000.0,0.0,1000000.0
2023-05-11,1000000.0,0.0,1000000.0
2023-05-12,1000000.0,0.0,1000000.0
2023-05-15,1000000.0,0.0,1000000.0
2023-05-16,1000000.0,0.0,1000000.0
2023-05-17,1000000.0,0.0,1000000.0
2023-05-18,1000000.0,0.0,1000000.0
2023-05-19,1000000.0,0.0,1000000.0
2023-05-22,1000000.0,0.0,1000000.0
2023-05-23,1000000.0,0.0,1000000.0
2023-05-24,1000000.0,0.0,1000000.0
2023-05-25,1000000.0,0.0,1000000.0
2023-05-26,1000000.0,0.0,1000000.0
2023-05-29,1000000.0,0.0,1000000.0
2023-05-30,1000000.0,0.0,1000000.0
2023-05-31,1000000.0,0.0,1000000.0
2023-06-01,1000000.0,0.0,1000000.0
2023-06-02,1000000.0,0.0,1000000.0
2023-06-05,1000000.0,0.0,1000000.0
2023-06-06,1000000.0,0.0,1000000.0
2023-06-07,1000000.0,0.0,1000000.0
2023-06-08,1000000.0,0.0,1000000.0
2023-06-09,1000000.0,0.0,1000000.0
2023-06-12,1000000.0,0.0,1000000.0
2023-06-13,1000000.0,0.0,1000000.0
2023-06-14,1000000.0,0.0,1000000.0
2023-06-15,1000000.0,0.0,1000000.0
2023-06-16,1000000.0,0.0,1000000.0
2023-06-19,1000000.0,0.0,1000000.0
